txn_id,timestamp,user_id,sender_vpa,receiver_vpa,amount,hour,device_id,city,avg_user_amount,is_new_device,is_new_city,minutes_since_last_txn,fraud_type,is_fraud
T0040078,2026-01-25 18:21:42.327683,user_0192,fmedina@paytm,kristinnavarro@oksbi,645.98,19,24108e9a-3f77-4cae-b318-b96d44790612,Mumbai,710.36,0,0,417.65,none,0
T0007459,2026-01-03 02:21:09.977543,user_0056,valdezandrew@ybl,tporter@ibl,229.34,8,86341718-2ba6-4db3-bafe-b1149561c813,Jaipur,415.87,0,0,275.54,none,0
T0014794,2026-01-06 23:33:58.312360,user_0779,andersonkylie@ibl,joseph05@ybl,2463.91,10,9c678393-2ced-4c0d-b173-04b5c1dd484a,Kolkata,2566.44,0,0,127.56,none,0
T0019192,2026-01-12 20:45:19.457115,user_0556,rhondacunningham@ybl,orobinson@oksbi,173.8,11,fa8dae42-ba54-4920-a099-d18087623997,Bengaluru,139.54,0,0,956.16,none,0
T0054649,2026-02-06 02:19:26.912459,user_0546,vaughnrebecca@paytm,alyssa98@oksbi,551.69,18,94a1875d-2db6-4edb-82de-ffccf86c2ca2,Kolkata,981.44,0,0,742.59,none,0
T0014022,2026-01-07 07:35:47.086239,user_0336,dustinhaley@ibl,robert10@okhdfcbank,856.9,15,ec4e8cbb-a2aa-478c-a59e-0258814ff657,Chennai,1099.73,0,0,1662.74,none,0
T0039650,2026-01-28 16:06:07.058668,user_0765,ruizsamantha@paytm,andersonjean@paytm,387.84,11,899ca782-e323-4d1a-bc1b-dacc18e19331,Chennai,472.5,0,0,154.53,none,0
T0025516,2026-01-16 09:22:03.858190,user_0071,dawn74@ybl,hrodriguez@oksbi,920.92,12,98eeac2b-fe9f-4caa-a182-f347533f5a72,Kolkata,884.82,0,0,164.44,none,0
T0028925,2026-01-16 05:18:21.182206,user_0611,matthewwebb@ibl,barnesmonica@oksbi,2217.3,7,7e7838c9-ca55-438b-bc9a-be10238d6f44,Pune,1513.73,0,0,293.47,none,0
T0009511,2026-01-07 09:01:51.363107,user_0481,kmorris@paytm,cnichols@ibl,1083.27,18,5f65c8ce-bd21-4c11-be9d-61ee18b87245,Ahmedabad,806.37,0,0,622.6,none,0
T0007491,2026-01-03 19:37:23.597376,user_0415,linda73@oksbi,michaeldunn@paytm,357.72,14,972a8469-1641-4f82-8b9d-2434e465e150,Chennai,626.1,0,0,636.85,none,0
T0024962,2026-01-13 19:28:12.076434,user_0302,wcarrillo@ybl,wbeck@paytm,750.55,15,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,Bengaluru,769.29,0,0,761.96,none,0
T0005507,2026-01-02 12:07:23.065236,user_0443,hlopez@okhdfcbank,wilsonkimberly@paytm,3.61,3,45a8e9ac-9a04-4d5b-9153-e6a03f34bdb6,Pune,190.13,1,0,252.94,probing,1
T0013819,2026-01-06 13:21:17.746896,user_0123,dalesandoval@paytm,julia89@oksbi,426.61,17,52961fb3-4d40-4b28-9628-ddcd19dd3e8c,Kolkata,283.49,0,1,179.94,none,0
T0020447,2026-01-10 23:31:18.187932,user_0782,saramann@oksbi,stacycooper@paytm,1987.45,14,73253aa3-ec17-4298-943d-f5b3a58e83dd,Hyderabad,1891.83,0,0,358.59,none,0
T0031245,2026-01-21 07:28:22.137846,user_0756,tom73@oksbi,woconnell@ibl,608.83,22,548e1f6b-69ce-4e4e-99a6-92c90d700ea4,Hyderabad,718.24,0,0,297.05,none,0
T0021405,2026-01-13 12:04:32.443719,user_0627,reyeschristopher@paytm,flin@ibl,260.65,19,9ca3fbb3-ff11-48ba-b6ee-1640723ef466,Kolkata,675.85,0,0,412.66,none,0
T0014515,2026-01-09 11:49:44.811893,user_0128,megan85@paytm,davewilliams@okhdfcbank,757.86,13,0aeccec7-204d-49da-b156-7f2acef74829,Jaipur,1019.57,0,0,891.82,none,0
T0001170,2026-01-01 03:46:42.902558,user_0286,jennifer90@ybl,vgarcia@paytm,799.06,17,c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,Chennai,1283.45,0,0,69.57,none,0
T0022707,2026-01-13 23:06:33.302297,user_0364,davidroberson@paytm,mccartykimberly@ibl,1008.51,10,4e7ed827-455a-4762-b428-a656b3ee4d3b,Pune,638.36,0,0,747.57,none,0
T0022972,2026-01-18 18:40:59.092178,user_0621,ericwilson@okhdfcbank,jasminhernandez@paytm,2228.73,16,e0527739-4d40-4f1b-bca5-be2952171bf3,Lucknow,2466.93,0,0,915.91,none,0
T0038762,2026-01-18 05:11:47.006425,user_0639,cassandra28@paytm,elamb@okhdfcbank,582.2,8,2a9528c3-5ae1-4bad-aa29-60fda85894df,Lucknow,687.35,0,0,341.36,none,0
T0031670,2026-01-14 16:25:43.648907,user_0259,davisdonna@okhdfcbank,vgarcia@oksbi,718.02,7,97fa7f04-8363-4007-9cae-9610c72c1fe3,Chennai,924.46,0,0,516.65,none,0
T0027669,2026-01-19 09:37:42.801766,user_0798,buckleygregory@oksbi,denise21@ybl,525.13,21,5c9deee0-b42a-4456-8736-5a84725e134d,Kolkata,436.51,0,1,386.28,none,0
T0036278,2026-01-20 03:38:18.998315,user_0373,smithlisa@okhdfcbank,kathryn46@ibl,2532.33,13,893ad232-98c3-43ca-bff4-cec6e7b7b4c6,Ahmedabad,2199.82,0,0,189.25,none,0
T0038472,2026-01-25 05:24:42.105725,user_0075,smithdevon@ibl,johnsonsarah@oksbi,119.8,11,093923de-8bab-4e3b-a628-6bfbe767dcea,Lucknow,223.16,0,0,478.43,none,0
T0016971,2026-01-10 18:44:14.333326,user_0599,clarkgina@ybl,pittmandonald@paytm,972.02,6,76876c62-4c61-445e-ba7e-5d9405d1fb63,Lucknow,1113.45,0,0,131.42,none,0
T0018770,2026-01-10 18:37:57.684091,user_0672,taylorlinda@paytm,holtmelanie@paytm,1298.22,14,b4323070-a23d-4c2f-82a7-96891933918c,Hyderabad,1312.21,0,0,504.46,none,0
T0024861,2026-01-20 11:21:36.378393,user_0305,oschultz@ibl,victoria57@ybl,1087.09,13,4baf0f5e-a932-4094-93f2-8f11147f6570,Ahmedabad,1056.87,0,0,485.7,none,0
T0008339,2026-01-02 03:05:54.843990,user_0656,rgonzalez@ibl,david06@ybl,405.26,8,cf0df860-ebc9-4914-9176-a9d19a3624d6,Kolkata,438.15,0,0,47.41,none,0
T0010721,2026-01-05 23:52:26.043735,user_0788,robert83@oksbi,gabrielamiller@oksbi,355.77,16,2a9528c3-5ae1-4bad-aa29-60fda85894df,Hyderabad,330.27,0,0,2030.43,none,0
T0003876,2026-01-04 12:05:09.840297,user_0282,morrowthomas@ibl,nperez@paytm,192.96,10,c0398710-8976-4334-a281-7efdae849217,Bengaluru,218.91,0,0,1110.8,none,0
T0039074,2026-01-16 15:09:42.187658,user_0687,chloe58@paytm,jermainebarber@oksbi,574.9,23,d6312a80-1c61-4ec2-9014-2131750565f5,Pune,575.66,0,0,150.83,none,0
T0008745,2026-01-07 00:23:37.177046,user_0188,julierobles@ybl,williamsalan@paytm,453.43,8,9d3616a1-08de-4921-a60c-b547e2280fe3,Jaipur,377.12,0,0,1220.53,none,0
T0056083,2026-01-26 01:02:08.282718,user_0751,diazmelissa@paytm,sabrina45@ybl,677.99,18,1f5df912-54e0-4431-8f13-3b65d450afa2,Mumbai,796.42,0,0,675.44,none,0
T0012993,2026-01-10 17:38:55.451645,user_0269,brooksjamie@ybl,christopher39@oksbi,361.09,22,61a11729-3cb9-4350-9b4d-a0fe7bb38605,Lucknow,416.68,0,0,239.46,none,0
T0047610,2026-01-29 11:02:21.940834,user_0772,lisa65@ibl,josephdavidson@okhdfcbank,299.98,9,51beb80e-b7e6-414c-9c8a-49225005680f,Hyderabad,356.19,0,0,650.83,none,0
T0049413,2026-01-29 01:30:05.733805,user_0616,cookpamela@okhdfcbank,kfisher@ibl,145.35,9,f165d779-0154-4950-976d-e21f1b46ebdc,Ahmedabad,192.63,0,0,65.91,none,0
T0055497,2026-02-01 17:47:46.570860,user_0689,vberry@oksbi,qpope@oksbi,400.71,7,e3c43657-1d8c-4bac-83b4-09ef2260e70f,Ahmedabad,371.65,0,0,605.6,none,0
T0021541,2026-01-08 07:40:28.662421,user_0567,brandonhernandez@oksbi,troy30@ibl,529.6,20,ceae71cf-ce00-4af0-beb0-51817ba24588,Chennai,597.0,0,0,347.73,none,0
T0040667,2026-01-29 18:13:09.373381,user_0505,matthew62@oksbi,gmooney@ibl,771.29,14,2c78644f-d860-45a2-bdd5-b0f8d6d744fd,Jaipur,1134.43,0,0,772.33,none,0
T0052371,2026-01-24 12:27:27.558990,user_0097,tara08@ybl,lucas58@paytm,1045.54,9,01d74256-3860-4ab6-96a4-02f23ae8cc93,Mumbai,992.51,0,0,741.65,none,0
T0049171,2026-01-31 01:58:41.907400,user_0141,juliahoffman@ybl,richard98@paytm,103.48,14,e0527739-4d40-4f1b-bca5-be2952171bf3,Lucknow,122.4,0,0,376.29,none,0
T0057048,2026-02-01 06:58:47.825589,user_0209,wford@paytm,cassandra33@oksbi,851.95,15,cc152a1b-e278-4642-a484-e035330faaa3,Ahmedabad,578.44,0,0,755.84,none,0
T0006172,2026-01-05 02:10:44.391593,user_0471,brentdennis@ibl,sjohnson@paytm,1562.99,20,310c0c00-3fa7-4104-9bf9-0e27dc96925e,Hyderabad,1784.06,0,0,1844.49,none,0
T0049502,2026-01-21 09:38:42.156675,user_0659,sabbott@ybl,juliawatts@paytm,1105.42,17,5958a499-eeea-463e-a1e8-ac6843e42caf,Chennai,1385.91,0,0,758.66,none,0
T0006112,2026-01-04 01:12:32.330171,user_0232,blacknicholas@ibl,juanmartinez@okhdfcbank,2963.62,10,546252e7-f43b-4052-8459-bd6ec0f63229,Ahmedabad,1688.68,0,0,1572.61,none,0
T0020766,2026-01-12 02:24:47.685606,user_0637,erodriguez@ybl,joshuaarroyo@paytm,640.49,15,502cf0ee-224a-46a6-ac0f-680115b24e1d,Hyderabad,1006.79,0,0,217.51,none,0
T0032360,2026-01-12 20:44:58.213550,user_0532,aduran@ybl,kristie45@okhdfcbank,704.84,17,c5285425-c7a9-433c-a2d8-39d333e4f986,Ahmedabad,683.29,0,0,164.24,none,0
T0030425,2026-01-18 05:32:40.120713,user_0438,angela65@ybl,masonwilliam@ybl,633.93,14,f50d7a37-a44d-4fec-bd85-d7fa8ac97b01,Mumbai,698.76,0,0,500.03,none,0
T0014252,2026-01-05 15:52:51.950080,user_0486,scottglass@okhdfcbank,cynthia96@ybl,1718.96,12,0d31812e-30c3-4756-9453-f867b97e6224,Ahmedabad,1538.46,0,0,2.67,none,0
T0007024,2026-01-03 20:07:42.499920,user_0048,ryan25@oksbi,rittersusan@okhdfcbank,476.13,0,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,Bengaluru,609.54,0,0,1001.63,none,0
T0012324,2026-01-12 06:45:39.069539,user_0275,jwhite@oksbi,farmerwilliam@okhdfcbank,228.23,19,9191b363-4e2d-4645-adc7-cac7fd72b050,Pune,200.41,0,0,2086.87,none,0
T0056088,2026-02-03 22:41:49.640437,user_0686,suttonamber@ybl,ashleycarlson@oksbi,497.13,14,702f31e5-62cc-4604-8c53-644b0053f649,Mumbai,419.05,0,0,1083.5,none,0
T0000548,2026-01-01 08:37:29.710972,user_0701,kimberly37@paytm,hansenkenneth@oksbi,571.54,9,7eccdaf4-c413-4dc2-85c5-ae8abe15ad12,Jaipur,459.14,0,0,517.5,none,0
T0003667,2026-01-04 01:37:14.623598,user_0604,jennifer46@oksbi,wheeleramber@oksbi,871.92,11,9620bee6-6406-4ace-93a5-e8508950ddd6,Kolkata,860.54,0,0,531.94,none,0
T0051196,2026-01-21 13:02:21.767022,user_0220,melaniedrake@oksbi,russellthomas@paytm,4180.46,13,a9e27ba9-952e-4abb-94dd-5061555736f8,Ahmedabad,2607.34,0,0,624.98,none,0
T0013251,2026-01-08 17:59:38.037450,user_0313,moniqueclark@ibl,justindeleon@paytm,318.35,14,67ce378f-e5a4-483b-a383-889adb2c6ac8,Jaipur,460.93,0,0,110.54,none,0
T0041312,2026-01-23 00:17:54.108605,user_0418,ihansen@paytm,kevin46@paytm,746.26,12,9780c215-2b2b-48e9-a417-c09380a8a23d,Jaipur,823.0,0,0,29.06,none,0
T0008173,2026-01-06 19:37:07.709458,user_0082,jarvismegan@ibl,ojames@ibl,461.58,16,9b69554d-7c54-435f-ac8c-3b6aa974d079,Delhi,388.48,0,0,332.35,none,0
T0048083,2026-01-20 11:51:11.766723,user_0442,garciajerry@paytm,rowens@okhdfcbank,634.85,13,4aab47b2-3c9d-428a-a176-1930f6d70248,Hyderabad,1092.08,0,0,834.12,none,0
T0006469,2026-01-05 17:16:48.941125,user_0358,clarkrandy@ibl,ryan01@paytm,1839.11,15,d9b59f84-edc3-41c3-adea-2d2d086c405f,Mumbai,1924.22,0,0,48.08,none,0
T0041270,2026-01-15 09:55:44.513299,user_0195,eugenewalker@ibl,tmorris@okhdfcbank,275.94,23,4aea1b8f-b43c-4e0a-ba9f-c10e52daf681,Mumbai,643.57,0,0,3.22,none,0
T0049613,2026-01-28 07:24:17.311793,user_0146,james73@oksbi,perezallison@okhdfcbank,2059.47,7,668409e3-f1f8-443e-a99f-131849c8a43f,Delhi,1271.12,0,0,608.0,none,0
T0012398,2026-01-07 17:46:36.505364,user_0150,jillwilson@ybl,michellecooper@okhdfcbank,1176.43,11,1a89b71e-a0d5-42c8-a837-fe68bba205ca,Hyderabad,1311.85,0,0,87.92,none,0
T0040956,2026-01-20 16:12:07.059716,user_0581,sara99@okhdfcbank,tanya36@paytm,3216.38,18,b5cbe3f5-6a66-4184-bde1-bf5daf4847f0,Mumbai,2074.96,0,0,431.54,none,0
T0027880,2026-01-14 15:56:00.882706,user_0094,smithsarah@ybl,nicole07@okhdfcbank,623.01,16,9c2e58de-ea4e-4617-93f8-382b8fb864e4,Kolkata,879.75,0,0,129.97,none,0
T0036554,2026-01-21 22:57:07.221052,user_0650,zthompson@paytm,wgreen@oksbi,903.4,14,d65e59dd-e62d-4d06-8f9b-85581a7f195b,Mumbai,574.51,0,0,1186.85,none,0
T0007642,2026-01-02 19:17:31.333549,user_0243,ashleymartin@paytm,smithrobert@ibl,1755.82,12,3c20592f-c04a-46c4-b3b6-3fe1d1843324,Lucknow,1881.32,0,0,200.0,none,0
T0019732,2026-01-10 15:24:37.666433,user_0699,reneestevenson@paytm,obrewer@ybl,1187.53,15,551ac8ea-585a-4afa-bbfd-cc1289e06ab3,Pune,1055.77,0,0,345.14,none,0
T0051490,2026-02-01 09:24:02.165345,user_0391,christophersmith@oksbi,megan81@okhdfcbank,321.35,14,9f8cc29f-fd35-4c5f-9347-9a3b479bc637,Delhi,287.08,0,0,1332.75,none,0
T0013869,2026-01-05 07:07:06.669395,user_0346,tiffanymitchell@okhdfcbank,emma32@okhdfcbank,1170.64,10,e76adca9-7811-4802-88cc-7cfecf01f944,Chennai,1188.96,0,0,733.22,none,0
T0026237,2026-01-09 02:32:08.543673,user_0739,probinson@ibl,patricia64@oksbi,1159.02,20,25637cc3-ca97-4bf5-95d5-96afa663d2cd,Pune,1234.4,0,0,48.1,none,0
T0048115,2026-01-29 20:41:01.243891,user_0373,smithlisa@okhdfcbank,andrew61@ibl,1265.22,7,893ad232-98c3-43ca-bff4-cec6e7b7b4c6,Hyderabad,2199.82,0,1,52.79,none,0
T0032905,2026-01-22 12:19:04.996044,user_0146,james73@oksbi,patrick20@ybl,1650.36,9,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,Delhi,1271.12,0,0,2.07,mule_burst,1
T0004636,2026-01-02 10:59:01.526865,user_0037,barbaramoore@oksbi,patrickmartin@ybl,748.19,10,709b7d97-464c-44af-bd3f-3799a07295e9,Ahmedabad,569.4,0,0,1066.9,none,0
T0017138,2026-01-09 07:04:26.443787,user_0532,aduran@ybl,laura63@okhdfcbank,640.56,22,c5285425-c7a9-433c-a2d8-39d333e4f986,Ahmedabad,683.29,0,0,460.76,none,0
T0026902,2026-01-14 23:52:25.332688,user_0132,qaguilar@oksbi,stephanie66@ibl,247.18,8,7a5d7c82-86c5-447c-851a-00393803dcee,Ahmedabad,601.7,0,0,237.65,none,0
T0045409,2026-01-16 02:07:10.465204,user_0560,roachsusan@ibl,aknight@ybl,1214.37,15,3c9ad14c-ee0c-4eb5-acfe-db992790cebd,Jaipur,961.39,0,0,86.71,none,0
T0037254,2026-01-23 21:43:44.979288,user_0174,harrismaria@ybl,jasonchavez@ybl,1195.09,12,51b30182-f7fe-404f-a5f3-0779f6ee5cdb,Kolkata,1297.48,0,0,777.71,none,0
T0056215,2026-01-26 08:00:54.028652,user_0795,brownmichael@ibl,steveholland@oksbi,507.3,12,3c9ad14c-ee0c-4eb5-acfe-db992790cebd,Pune,563.53,0,0,1350.76,none,0
T0052569,2026-02-02 12:12:31.263519,user_0701,kimberly37@paytm,ortizabigail@oksbi,585.9,16,7eccdaf4-c413-4dc2-85c5-ae8abe15ad12,Jaipur,459.14,0,0,385.05,none,0
T0017025,2026-01-17 20:27:26.976858,user_0398,paulproctor@ibl,mwalker@okhdfcbank,804.43,6,f2c84743-9027-4770-a460-d0d2904883c1,Pune,1072.24,0,0,3342.26,none,0
T0058053,2026-02-05 21:16:39.816145,user_0264,brianna91@paytm,frobbins@okhdfcbank,376.53,19,a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,Ahmedabad,385.33,0,0,437.65,none,0
T0025014,2026-01-09 19:22:11.588327,user_0172,simsjason@okhdfcbank,lhobbs@ybl,568.96,17,a205e54f-b1e8-409d-bc20-b9f24a9c589e,Lucknow,456.28,0,0,4.74,none,0
T0006584,2026-01-05 03:27:35.588238,user_0282,morrowthomas@ibl,meganpatrick@ibl,163.59,20,c0398710-8976-4334-a281-7efdae849217,Bengaluru,218.91,0,0,675.94,none,0
T0026828,2026-01-12 20:19:56.454356,user_0458,clintonstevens@paytm,ericshelton@ybl,424.8,10,9f8cc29f-fd35-4c5f-9347-9a3b479bc637,Kolkata,516.52,0,0,67.76,none,0
T0014267,2026-01-05 02:36:59.401234,user_0628,mwhite@ybl,lewisjanet@ybl,959.66,11,722dce13-47a4-4c42-8665-34972fe922aa,Ahmedabad,1310.64,0,0,137.54,none,0
T0013109,2026-01-08 05:20:13.435814,user_0080,pmarsh@oksbi,joshua89@ybl,424.14,10,3e2b6091-a092-452a-94a0-57a7b0cc1b3b,Chennai,345.67,0,0,719.69,none,0
T0011083,2026-01-06 08:09:20.909502,user_0732,kayla54@ibl,davidcook@paytm,816.05,19,97777f10-f2d2-493f-8e85-140d0f9aeb70,Bengaluru,864.5,0,0,2142.61,none,0
T0005540,2026-01-02 03:31:42.781124,user_0763,joycehall@ibl,derrick71@okhdfcbank,428.9,16,694d7b00-8d38-4327-883f-13c601b158e9,Chennai,461.07,0,0,54.84,none,0
T0032048,2026-01-13 10:35:10.896816,user_0751,diazmelissa@paytm,kathleenrivera@oksbi,882.37,12,1f5df912-54e0-4431-8f13-3b65d450afa2,Mumbai,796.42,0,0,474.21,none,0
T0014336,2026-01-06 06:18:26.349836,user_0139,james80@oksbi,nelsonjames@ybl,553.24,20,1a2a73ed-562b-4f79-8374-59eef50bea63,Kolkata,740.48,0,0,2034.94,none,0
T0004754,2026-01-02 17:40:22.875700,user_0013,edwardcannon@okhdfcbank,craigbowman@ybl,534.11,16,cf03f0c8-0eff-45bd-87eb-340dc74e48ff,Pune,606.74,0,0,364.71,none,0
T0053382,2026-01-30 14:13:48.344482,user_0648,mwilson@paytm,troach@ibl,2070.89,16,98c7472a-864e-4a13-829c-fc0cfa02eaec,Hyderabad,1538.86,0,1,419.8,none,0
T0016754,2026-01-11 10:51:09.277491,user_0534,carlho@oksbi,ttaylor@oksbi,331.51,21,d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,Ahmedabad,316.14,0,0,1131.15,none,0
T0045266,2026-01-24 07:15:42.537331,user_0593,collierjames@paytm,kpope@paytm,191.62,20,94340a03-3f07-4814-91d6-3f78e3e9de99,Mumbai,496.98,0,1,1769.41,none,0
T0021882,2026-01-15 00:01:42.577298,user_0248,stacey37@paytm,gibsonjessica@oksbi,2034.01,18,71efe72a-ae13-491e-84fa-4c7239e7a4f1,Kolkata,1702.6,0,1,1586.65,none,0
T0038992,2026-01-17 09:17:20.138751,user_0608,kristen31@ybl,keith75@ybl,547.5,12,72f60958-12ef-4101-a082-786fca00ef58,Kolkata,546.47,0,1,304.59,none,0
T0039176,2026-01-29 04:16:59.077723,user_0505,matthew62@oksbi,kathrynkelly@oksbi,1307.96,15,72f60958-12ef-4101-a082-786fca00ef58,Jaipur,1134.43,0,0,276.6,none,0
T0016766,2026-01-11 09:20:49.390468,user_0798,buckleygregory@oksbi,wthompson@ybl,385.66,14,5c9deee0-b42a-4456-8736-5a84725e134d,Kolkata,436.51,0,0,661.96,none,0
T0031406,2026-01-16 16:47:05.734907,user_0612,kimberly21@oksbi,mraymond@ybl,644.92,4,7eece88d-a002-452a-b88c-ddde3f2086c2,Bengaluru,692.73,0,0,952.48,none,0
T0004671,2026-01-01 20:38:48.701880,user_0611,matthewwebb@ibl,daniel48@ibl,1922.26,18,7e7838c9-ca55-438b-bc9a-be10238d6f44,Pune,1513.73,0,0,7.95,none,0
T0016560,2026-01-09 00:45:39.768641,user_0218,stevendixon@paytm,hornshirley@ibl,2510.73,12,5f89ed12-64d6-4fbf-98c0-1e2bf99f0704,Delhi,2561.28,0,0,459.52,none,0
T0007758,2026-01-05 00:20:35.916450,user_0451,charlene98@oksbi,tracy83@paytm,484.67,21,5e717fca-020a-4497-b4ed-51458d9765c7,Mumbai,829.77,0,0,28.03,none,0
T0055895,2026-01-31 14:44:06.794053,user_0587,vgutierrez@oksbi,cassandrahowell@okhdfcbank,2279.49,16,66c14dca-8255-4a61-9a3b-031932f57510,Jaipur,2065.85,0,0,15.53,none,0
T0018865,2026-01-06 12:30:34.337720,user_0744,ortegajoseph@oksbi,dgomez@paytm,946.55,14,40a26c60-0d27-4659-b72a-da9b2f32751e,Delhi,746.35,0,0,164.37,none,0
T0054260,2026-01-29 21:01:51.456846,user_0595,brewertimothy@okhdfcbank,codyknox@paytm,1095.46,21,331f63fb-d11f-48c0-a97c-a4fff75d599f,Chennai,839.42,0,0,764.71,none,0
T0001088,2026-01-02 00:59:14.612817,user_0141,juliahoffman@ybl,josephdavila@paytm,75.63,15,e0527739-4d40-4f1b-bca5-be2952171bf3,Lucknow,122.4,0,0,847.94,none,0
T0058757,2026-01-29 17:38:19.763269,user_0354,cnelson@okhdfcbank,underwooddillon@ybl,657.83,10,bf519362-41a6-4fed-a7ed-c8d8713f8f8c,Pune,774.77,0,1,1160.28,none,0
T0055660,2026-02-03 09:37:17.238984,user_0471,brentdennis@ibl,gayzachary@okhdfcbank,1960.45,13,310c0c00-3fa7-4104-9bf9-0e27dc96925e,Hyderabad,1784.06,0,0,1044.32,none,0
T0057595,2026-02-06 08:31:02.933558,user_0141,juliahoffman@ybl,ereynolds@ybl,110.06,9,e0527739-4d40-4f1b-bca5-be2952171bf3,Lucknow,122.4,0,0,248.29,none,0
T0015419,2026-01-06 18:50:24.868699,user_0751,diazmelissa@paytm,ggamble@oksbi,1080.98,6,1f5df912-54e0-4431-8f13-3b65d450afa2,Mumbai,796.42,0,0,1.58,none,0
T0032230,2026-01-18 01:16:51.560777,user_0730,pauladominguez@ybl,clarkamy@oksbi,301.15,12,42c18a62-ef48-48d5-90fd-9d3f85d51695,Delhi,759.82,0,0,178.36,none,0
T0046973,2026-01-21 03:50:22.066617,user_0535,fcamacho@okhdfcbank,bperez@paytm,1458.85,11,c4615234-8044-4eb2-b66e-dbf4a0ea0251,Pune,1153.44,0,0,195.53,none,0
T0052177,2026-01-30 02:47:07.429277,user_0618,andrew43@ybl,donaldyoung@okhdfcbank,764.55,15,033d2bce-575a-4d2c-a5c5-650c8186a576,Hyderabad,552.34,0,0,336.0,none,0
T0001790,2026-01-01 01:25:11.360296,user_0256,mserrano@ybl,jennifer16@ybl,887.9,20,32a447b2-ef04-457d-8dcc-c33aa9434aa0,Lucknow,688.39,0,0,76.88,none,0
T0044331,2026-01-28 20:08:28.188702,user_0129,jamesweber@ybl,jessica65@paytm,1073.39,10,ef158d5b-2d00-4d05-966d-4627e1dace6a,Lucknow,1340.62,0,1,128.4,none,0
T0059057,2026-01-30 10:54:50.447536,user_0390,jenniferacosta@ibl,rodney76@ybl,951.32,20,292bd156-db94-4570-9ac7-0ec0ab8ddeb4,Delhi,1163.09,0,0,647.31,none,0
T0032926,2026-01-24 14:31:30.708871,user_0798,buckleygregory@oksbi,xmoore@paytm,362.01,8,5c9deee0-b42a-4456-8736-5a84725e134d,Kolkata,436.51,0,0,573.05,none,0
T0039293,2026-01-19 08:44:00.810312,user_0678,pbradford@ybl,yjohnston@okhdfcbank,1064.24,15,6d3ee1dc-8139-4443-a45b-712eb8225688,Jaipur,970.98,0,0,315.78,none,0
T0027642,2026-01-11 18:01:44.428992,user_0532,aduran@ybl,maciasmichelle@ybl,589.79,23,c5285425-c7a9-433c-a2d8-39d333e4f986,Ahmedabad,683.29,0,0,22.05,none,0
T0035285,2026-01-25 10:23:29.300761,user_0546,vaughnrebecca@paytm,utorres@ybl,681.04,14,94a1875d-2db6-4edb-82de-ffccf86c2ca2,Kolkata,981.44,0,0,206.9,none,0
T0041669,2026-01-27 10:12:48.837382,user_0642,amanda69@oksbi,benjamin82@ibl,2067.67,21,ae9bec36-35c7-436c-9b99-62c6e61fecc0,Kolkata,1965.93,0,0,637.52,none,0
T0006323,2026-01-02 05:33:58.411867,user_0550,whitebrittany@ibl,stewartmary@paytm,1830.56,7,ccac2fb5-1a0c-4c04-93cd-129110042d82,Pune,1153.91,0,0,240.35,none,0
T0018836,2026-01-06 22:58:14.965873,user_0670,thomasnicole@ibl,williscandace@ibl,214.44,17,271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,Chennai,325.38,0,0,910.56,none,0
T0059041,2026-01-29 14:21:31.854955,user_0064,michaelortiz@ibl,dana71@paytm,1103.86,21,a84554c3-a3f6-4c61-afb7-0dab2f383b43,Bengaluru,858.71,0,0,1672.16,none,0
T0050621,2026-01-22 11:22:42.914746,user_0301,heather69@oksbi,snyderjeffrey@oksbi,1167.54,11,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,Hyderabad,1187.78,0,1,181.22,none,0
T0043782,2026-01-31 15:28:46.646772,user_0652,pmurphy@paytm,jenniferjohnson@oksbi,317.61,17,4c6a70f4-8ede-444d-876c-f68c3f1be0d0,Mumbai,631.23,0,0,1188.59,none,0
T0013215,2026-01-08 16:14:29.806334,user_0781,amiller@ybl,pughlisa@oksbi,1564.07,14,fb8fe8c4-d8b4-4ead-9360-8edf382b5b86,Mumbai,1640.13,0,0,577.74,none,0
T0004586,2026-01-05 01:21:55.294632,user_0130,glenda22@ybl,myersbenjamin@paytm,768.84,15,e63658c9-12d0-498d-b18d-4d05e8e22743,Ahmedabad,1112.79,0,0,2126.46,none,0
T0008909,2026-01-07 09:18:41.518693,user_0150,jillwilson@ybl,sandra56@okhdfcbank,1967.99,23,1a89b71e-a0d5-42c8-a837-fe68bba205ca,Hyderabad,1311.85,0,0,3037.46,none,0
T0059723,2026-01-29 10:18:40.398002,user_0708,maykarla@paytm,melissa05@ybl,939.24,16,d25864f2-25d4-40fc-a154-2765d756ba9c,Lucknow,929.09,0,0,132.27,none,0
T0046330,2026-01-27 20:08:31.589877,user_0112,princetravis@paytm,bowmansean@ibl,402.52,11,7b85179a-d5b0-47e0-aa5d-932b45ff2c83,Jaipur,607.8,0,0,187.71,none,0
